               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.049601,            0.023542,                   0,             0.74447,                 0.6,             0.59988,             0.16842,            0.046289,            0.016596,                   0,          0.00043326,          0.00043326,            0.086933
                  68,            0.055315,             0.02981,                   0,             0.74755,                 0.6,             0.60152,             0.16889,            0.045547,            0.016561,                   0,          0.00042316,          0.00042316,            0.086723
                  69,            0.058428,            0.028769,                   0,             0.74966,                 0.6,             0.58338,             0.16868,            0.044726,            0.016566,                   0,          0.00041292,          0.00041292,            0.086513
                  70,            0.050313,             0.02968,                   0,             0.74744,                 0.6,             0.58972,             0.17043,            0.044873,             0.01647,                   0,          0.00040255,          0.00040255,            0.086303
                  71,            0.051429,            0.031504,                   0,             0.74828,                 0.6,             0.59234,             0.14044,             0.04631,            0.016308,                   0,          0.00039209,          0.00039209,            0.086092
                  72,            0.046507,            0.021161,                   0,             0.74961,             0.59905,             0.61886,              0.1427,            0.046319,            0.016255,                   0,          0.00038158,          0.00038158,            0.085882
                  73,            0.041212,            0.025336,                   0,             0.74701,                 0.6,                0.67,             0.20328,            0.045606,            0.016258,                   0,          0.00037104,          0.00037104,            0.085671
                  74,            0.050317,            0.025196,                   0,             0.74838,                 0.6,             0.69643,             0.22947,            0.045576,            0.016188,                   0,          0.00036051,          0.00036051,            0.085461
                  75,             0.05536,            0.027439,                   0,             0.74857,                 0.6,             0.72833,             0.24621,            0.044162,            0.016191,                   0,          0.00035002,          0.00035002,             0.08525
                  76,            0.048275,            0.026562,                   0,             0.74894,                 0.6,             0.73591,             0.23224,            0.042455,            0.016222,                   0,          0.00033961,          0.00033961,             0.08504
                  77,            0.040714,            0.020157,                   0,             0.57108,                 0.8,             0.75019,             0.28109,            0.041476,            0.016184,                   0,           0.0003293,           0.0003293,            0.084829
                  78,            0.051826,            0.030785,                   0,             0.74855,                 0.6,             0.73591,             0.22859,            0.041628,            0.016064,                   0,          0.00031913,          0.00031913,            0.084619
                  79,            0.055037,            0.027502,                   0,             0.57136,             0.79981,             0.75929,             0.27803,            0.041424,            0.015976,                   0,          0.00030914,          0.00030914,            0.084409
                  80,             0.05065,            0.029793,                   0,             0.74954,                 0.6,             0.72192,             0.27431,            0.041049,            0.015902,                   0,          0.00029937,          0.00029937,            0.084199
                  81,            0.054406,            0.027338,                   0,             0.57137,             0.79983,             0.75929,             0.27565,            0.040491,            0.015837,                   0,          0.00028984,          0.00028984,             0.08399
                  82,            0.052949,            0.026488,                   0,             0.54909,             0.97674,              0.7704,             0.23924,            0.040809,            0.015717,                   0,          0.00028059,          0.00028059,            0.083781
                  83,             0.04514,            0.024446,                   0,              0.7495,                 0.6,             0.75929,             0.23724,            0.040924,             0.01568,                   0,          0.00027165,          0.00027165,            0.083572
                  84,            0.052628,            0.025531,                   0,             0.62431,             0.99741,               0.795,             0.24282,            0.041153,            0.015626,                   0,          0.00026307,          0.00026307,            0.083363
                  85,             0.04787,             0.02901,                   0,             0.54865,                   1,              0.7704,             0.26174,            0.041429,            0.015564,                   0,          0.00025487,          0.00025487,            0.083155
                  86,            0.043793,            0.026092,                   0,             0.62453,             0.99823,               0.795,             0.26782,            0.041765,            0.015503,                   0,          0.00024709,          0.00024709,            0.082947
                  87,            0.051658,            0.024825,                   0,             0.62416,             0.99688,               0.795,             0.26782,            0.042145,            0.015438,                   0,          0.00023977,          0.00023977,             0.08274
                  88,            0.052008,            0.029707,                   0,             0.62413,             0.99676,               0.795,             0.29278,            0.041919,            0.015415,                   0,          0.00023293,          0.00023293,            0.082533
                  89,            0.053294,            0.029553,                   0,               0.625,             0.99999,               0.795,             0.30775,             0.04149,            0.015381,                   0,          0.00022662,          0.00022662,            0.082327
                  90,            0.045729,            0.029544,                   0,             0.62413,             0.99677,               0.795,             0.26777,            0.041226,            0.015325,                   0,          0.00022086,          0.00022086,            0.082121
                  91,            0.052523,            0.024641,                   0,             0.62456,             0.99837,               0.795,             0.26777,            0.040786,            0.015301,                   0,           0.0002157,           0.0002157,            0.081916
                  92,             0.04606,            0.023679,                   0,             0.62489,             0.99958,               0.795,             0.26782,            0.040458,            0.015246,                   0,          0.00021115,          0.00021115,            0.081711
                  93,            0.049286,            0.025738,                   0,             0.62333,                   1,               0.795,             0.26782,             0.04047,            0.015204,                   0,          0.00020727,          0.00020727,            0.081507
                  94,            0.047014,            0.018136,                   0,             0.62436,              0.9976,               0.795,             0.26782,            0.039894,            0.015171,                   0,          0.00020406,          0.00020406,            0.081304
                  95,            0.049071,             0.02463,                   0,             0.62473,               0.999,               0.795,             0.26782,            0.039351,            0.015179,                   0,          0.00020158,          0.00020158,            0.081102
                  96,            0.047304,            0.027464,                   0,             0.62482,                   1,               0.795,             0.26777,            0.039273,            0.015134,                   0,          0.00019985,          0.00019985,              0.0809
                  97,             0.05126,            0.026851,                   0,             0.62465,             0.99868,               0.795,             0.25779,            0.039069,            0.015093,                   0,          0.00019889,          0.00019889,            0.080699
                  98,            0.052429,            0.028838,                   0,             0.62342,                   1,               0.795,             0.28275,             0.03858,            0.015072,                   0,          0.00019875,          0.00019875,            0.080499
                  99,            0.049618,            0.026861,                   0,             0.62466,             0.99873,               0.745,             0.26775,            0.038297,            0.015029,                   0,          0.00019944,          0.00019944,            0.080299
